term,draw_time,front_1,front_2,front_3,front_4,front_5,back_1,back_2,pool_balance_after_draw,pool_balance,total_sale_amount,flow_fund,equipment_count,pdf_url,prize_1_count,prize_1_amount,prize_1_total,prize_1_extra_count,prize_1_extra_amount,prize_1_extra_total,prize_2_count,prize_2_amount,prize_2_total,prize_2_extra_count,prize_2_extra_amount,prize_2_extra_total,prize_3_count,prize_3_amount,prize_3_total,prize_4_count,prize_4_amount,prize_4_total,prize_5_count,prize_5_amount,prize_5_total,prize_6_count,prize_6_amount,prize_6_total,prize_7_count,prize_7_amount,prize_7_total
22037,2022-04-06,01,09,17,20,28,06,10,"1,326,357,581.54","1,288,426,891.93","255,392,443",37930689.61,3,https://pdf.sporttery.cn/33800/22037/22037.pdf,1,"10,000,000","10,000,000",0,---,0,127,"87,671","11,134,217",34,"70,136","2,384,624",312,"10,000","3,120,000",626,"3,000","1,878,000","17,527",300,"5,258,100","19,634",200,"3,926,800","43,577",100,"4,357,700"
22038,2022-04-09,07,09,11,12,26,09,12,"1,218,640,918.48","1,326,357,581.54","277,396,313",0,3,https://pdf.sporttery.cn/33800/22038/22038.pdf,17,"6,234,524","105,986,908",10,"4,987,619","49,876,190",147,"69,639","10,236,933",60,"55,711","3,342,660",275,"10,000","2,750,000","1,246","3,000","3,738,000","19,683",300,"5,904,900","29,806",200,"5,961,200","39,843",100,"3,984,300"
22039,2022-04-11,01,08,11,22,31,05,11,"1,238,597,563.36","1,218,640,918.48","256,237,338",19956644.88,3,https://pdf.sporttery.cn/33800/22039/22039.pdf,3,"10,000,000","30,000,000",0,---,0,66,"180,645","11,922,570",15,"144,516","2,167,740",187,"10,000","1,870,000",648,"3,000","1,944,000","15,717",300,"4,715,100","22,425",200,"4,485,000","30,427",100,"3,042,700"
22040,2022-04-13,10,19,25,29,33,08,12,"1,179,022,270.45","1,238,597,563.36","326,654,540",0,2,https://pdf.sporttery.cn/33800/22040/22040.pdf,10,"7,441,714","74,417,140",8,"5,953,371","47,626,968",187,"67,198","12,566,026",94,"53,758","5,053,252",351,"10,000","3,510,000","1,115","3,000","3,345,000","24,192",300,"7,257,600","25,398",200,"5,079,600","51,472",100,"5,147,200"
22041,2022-04-16,05,15,25,26,33,06,11,"1,182,772,175.92","1,179,022,270.45","353,526,676",3749905.47,1,https://pdf.sporttery.cn/33800/22041/22041.pdf,5,"10,000,000","50,000,000",4,"8,000,000","32,000,000",132,"126,495","16,697,340",74,"101,196","7,488,504",329,"10,000","3,290,000",740,"3,000","2,220,000","15,555",300,"4,666,500","21,732",200,"4,346,400","39,019",100,"3,901,900"
22042,2022-04-18,08,10,11,29,32,02,06,"1,179,249,861.19","1,182,772,175.92","323,544,249",0,2,https://pdf.sporttery.cn/33800/22042/22042.pdf,5,"10,000,000","50,000,000",4,"8,000,000","32,000,000",79,"184,764","14,596,356",51,"147,811","7,538,361",219,"10,000","2,190,000",566,"3,000","1,698,000","14,311",300,"4,293,300","17,161",200,"3,432,200","40,092",100,"4,009,200"
22043,2022-04-20,02,16,17,24,30,09,12,"1,106,933,108.19","1,179,249,861.19","322,417,914",0,1,https://pdf.sporttery.cn/33800/22043/22043.pdf,14,"7,059,578","98,834,092",6,"5,647,662","33,885,972",319,"38,045","12,136,355",161,"30,436","4,900,196",643,"10,000","6,430,000",917,"3,000","2,751,000","25,802",300,"7,740,600","25,985",200,"5,197,000","56,967",100,"5,696,700"
22044,2022-04-23,01,02,16,17,20,03,07,"1,132,266,362.38","1,106,933,108.19","351,891,169",25333254.19,2,https://pdf.sporttery.cn/33800/22044/22044.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",86,"174,317","14,991,262",57,"139,453","7,948,821",186,"10,000","1,860,000",729,"3,000","2,187,000","15,278",300,"4,583,400","22,551",200,"4,510,200","33,147",100,"3,314,700"
22045,2022-04-25,02,03,07,12,20,01,05,"1,184,751,389.21","1,132,266,362.38","322,807,049",52485026.83,2,https://pdf.sporttery.cn/33800/22045/22045.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",103,"136,728","14,082,984",53,"109,382","5,797,246",216,"10,000","2,160,000",713,"3,000","2,139,000","16,747",300,"5,024,100","23,844",200,"4,768,800","36,044",100,"3,604,400"
22046,2022-04-27,06,07,12,22,27,03,05,"1,151,734,276.01","1,184,751,389.21","319,329,723",0,2,https://pdf.sporttery.cn/33800/22046/22046.pdf,7,"8,932,034","62,524,238",6,"7,145,627","42,873,762",114,"123,578","14,087,892",64,"98,862","6,327,168",288,"10,000","2,880,000",683,"3,000","2,049,000","18,894",300,"5,668,200","19,989",200,"3,997,800","44,161",100,"4,416,100"
22047,2022-04-30,07,10,11,12,33,03,11,"1,179,450,986.29","1,151,734,276.01","333,697,226",27716710.28,2,https://pdf.sporttery.cn/33800/22047/22047.pdf,4,"10,000,000","40,000,000",2,"8,000,000","16,000,000",72,"207,855","14,965,560",52,"166,284","8,646,768",214,"10,000","2,140,000",647,"3,000","1,941,000","14,570",300,"4,371,000","17,496",200,"3,499,200","37,927",100,"3,792,700"
22048,2022-05-02,16,22,28,29,32,08,09,"1,221,336,676.21","1,179,450,986.29","291,309,246",41885689.92,1,https://pdf.sporttery.cn/33800/22048/22048.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",80,"141,701","11,336,080",49,"113,360","5,554,640",126,"10,000","1,260,000",980,"3,000","2,940,000","14,446",300,"4,333,800","30,028",200,"6,005,600","24,469",100,"2,446,900"
22049,2022-05-04,06,10,20,28,35,01,10,"1,238,138,013.76","1,221,336,676.21","301,545,430",16801337.55,3,https://pdf.sporttery.cn/33800/22049/22049.pdf,5,"10,000,000","50,000,000",1,"8,000,000","8,000,000",70,"218,856","15,319,920",33,"175,084","5,777,772",139,"10,000","1,390,000",552,"3,000","1,656,000","12,227",300,"3,668,100","18,875",200,"3,775,000","28,025",100,"2,802,500"
22050,2022-05-07,02,10,21,24,30,08,10,"1,265,185,550.03","1,238,138,013.76","348,959,440",27047536.27,1,https://pdf.sporttery.cn/33800/22050/22050.pdf,4,"10,000,000","40,000,000",3,"8,000,000","24,000,000",78,"214,716","16,747,848",52,"171,772","8,932,144",201,"10,000","2,010,000",538,"3,000","1,614,000","12,596",300,"3,778,800","17,841",200,"3,568,200","30,146",100,"3,014,600"
22051,2022-05-09,01,16,17,19,33,05,06,"1,225,933,266.64","1,265,185,550.03","304,581,312",0,2,https://pdf.sporttery.cn/33800/22051/22051.pdf,8,"8,087,457","64,699,656",5,"6,469,965","32,349,825",108,"97,034","10,479,672",75,"77,627","5,822,025",160,"10,000","1,600,000","1,254","3,000","3,762,000","18,323",300,"5,496,900","36,723",200,"7,344,600","30,922",100,"3,092,200"
22052,2022-05-11,01,13,18,29,35,04,09,"1,198,829,807.29","1,225,933,266.64","310,675,547",0,2,https://pdf.sporttery.cn/33800/22052/22052.pdf,7,"9,183,568","64,284,976",4,"7,346,854","29,387,416",55,"250,344","13,768,920",25,"200,275","5,006,875",122,"10,000","1,220,000",881,"3,000","2,643,000","12,974",300,"3,892,200","30,757",200,"6,151,400","25,407",100,"2,540,700"
22053,2022-05-14,09,17,19,20,25,01,09,"1,081,408,712.72","1,198,829,807.29","344,052,818",0,2,https://pdf.sporttery.cn/33800/22053/22053.pdf,18,"6,331,450","113,966,100",12,"5,065,160","60,781,920",311,"34,155","10,622,205",203,"27,324","5,546,772",804,"10,000","8,040,000","1,636","3,000","4,908,000","33,319",300,"9,995,700","33,670",200,"6,734,000","80,371",100,"8,037,100"
22054,2022-05-16,05,16,21,23,34,07,10,"958,213,629.63","1,081,408,712.72","319,626,218",0,3,https://pdf.sporttery.cn/33800/22054/22054.pdf,19,"6,015,218","114,289,142",11,"4,812,174","52,933,914",223,"36,289","8,092,447",149,"29,031","4,325,619",367,"10,000","3,670,000","2,017","3,000","6,051,000","44,686",300,"13,405,800","39,920",200,"7,984,000","72,630",100,"7,263,000"
22055,2022-05-18,01,02,12,15,23,04,06,"971,105,598.60","958,213,629.63","327,354,148",12891968.97,3,https://pdf.sporttery.cn/33800/22055/22055.pdf,6,"10,000,000","60,000,000",1,"8,000,000","8,000,000",60,"282,372","16,942,320",26,"225,897","5,873,322",199,"10,000","1,990,000",572,"3,000","1,716,000","12,719",300,"3,815,700","17,889",200,"3,577,800","33,396",100,"3,339,600"
22056,2022-05-21,02,11,15,17,31,07,09,"1,056,706,742.26","971,105,598.60","357,963,502",85601143.66,2,https://pdf.sporttery.cn/33800/22056/22056.pdf,0,---,0,0,---,0,102,"154,372","15,745,944",68,"123,497","8,397,796",182,"10,000","1,820,000",652,"3,000","1,956,000","14,958",300,"4,487,400","24,285",200,"4,857,000","30,091",100,"3,009,100"
22057,2022-05-23,06,12,18,21,35,07,10,"1,050,548,455.41","1,056,706,742.26","321,743,486",0,3,https://pdf.sporttery.cn/33800/22057/22057.pdf,6,"10,000,000","60,000,000",3,"8,000,000","24,000,000",89,"176,774","15,732,886",44,"141,419","6,222,436",218,"10,000","2,180,000",556,"3,000","1,668,000","15,161",300,"4,548,300","17,207",200,"3,441,400","34,761",100,"3,476,100"
22058,2022-05-25,03,04,24,26,35,07,08,"1,014,062,807.45","1,050,548,455.41","315,162,700",0,2,https://pdf.sporttery.cn/33800/22058/22058.pdf,8,"8,838,497","70,707,976",6,"7,070,797","42,424,782",58,"249,060","14,445,480",36,"199,248","7,172,928",152,"10,000","1,520,000",564,"3,000","1,692,000","12,079",300,"3,623,700","18,279",200,"3,655,800","28,750",100,"2,875,000"
22059,2022-05-28,04,15,18,32,34,04,09,"1,042,057,372.73","1,014,062,807.45","360,168,383",27994565.28,1,https://pdf.sporttery.cn/33800/22059/22059.pdf,5,"10,000,000","50,000,000",1,"8,000,000","8,000,000",59,"273,757","16,151,663",37,"219,005","8,103,185",141,"10,000","1,410,000",772,"3,000","2,316,000","12,536",300,"3,760,800","26,354",200,"5,270,800","27,340",100,"2,734,000"
22060,2022-05-30,02,06,10,11,20,03,09,"1,073,598,422.82","1,042,057,372.73","299,617,214",31541050.09,2,https://pdf.sporttery.cn/33800/22060/22060.pdf,2,"10,000,000","20,000,000",2,"8,000,000","16,000,000",134,"98,602","13,212,668",74,"78,881","5,837,194",265,"10,000","2,650,000",626,"3,000","1,878,000","17,026",300,"5,107,800","20,276",200,"4,055,200","39,833",100,"3,983,300"
22061,2022-06-01,06,09,19,22,30,01,06,"1,050,658,907","1,073,598,422.82","291,593,427",0,3,https://pdf.sporttery.cn/33800/22061/22061.pdf,5,"8,933,032","44,665,160",4,"7,146,425","28,585,700",112,"93,357","10,455,984",50,"74,685","3,734,250",427,"10,000","4,270,000","1,317","3,000","3,951,000","20,154",300,"6,046,200","38,461",200,"7,692,200","46,593",100,"4,659,300"
22062,2022-06-04,05,09,11,12,31,07,11,"1,055,150,107.74","1,050,658,907","317,092,728",4491200.74,2,https://pdf.sporttery.cn/33800/22062/22062.pdf,4,"10,000,000","40,000,000",3,"8,000,000","24,000,000",107,"120,888","12,935,016",66,"96,710","6,382,860",260,"10,000","2,600,000",959,"3,000","2,877,000","18,126",300,"5,437,800","24,922",200,"4,984,400","36,188",100,"3,618,800"
22063,2022-06-06,02,03,22,26,31,06,10,"1,094,156,707.88","1,055,150,107.74","298,558,863",39006600.14,3,https://pdf.sporttery.cn/33800/22063/22063.pdf,2,"10,000,000","20,000,000",2,"8,000,000","16,000,000",49,"325,472","15,948,128",20,"260,377","5,207,540",129,"10,000","1,290,000",518,"3,000","1,554,000","11,005",300,"3,301,500","17,391",200,"3,478,200","25,120",100,"2,512,000"
22064,2022-06-08,02,19,22,25,35,05,07,"1,156,831,124.52","1,094,156,707.88","302,545,998",62674416.64,1,https://pdf.sporttery.cn/33800/22064/22064.pdf,1,"10,000,000","10,000,000",0,---,0,56,"278,504","15,596,224",22,"222,803","4,901,666",128,"10,000","1,280,000",473,"3,000","1,419,000","11,479",300,"3,443,700","18,325",200,"3,665,000","22,881",100,"2,288,100"
22065,2022-06-11,05,10,13,22,28,01,04,"1,205,499,301.06","1,156,831,124.52","322,990,947",48668176.54,3,https://pdf.sporttery.cn/33800/22065/22065.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",128,"117,523","15,042,944",70,"94,018","6,581,260",323,"10,000","3,230,000",762,"3,000","2,286,000","14,203",300,"4,260,900","18,249",200,"3,649,800","39,898",100,"3,989,800"
22066,2022-06-13,02,24,25,26,34,03,12,"1,257,070,426.73","1,205,499,301.06","300,292,058",51571125.67,1,https://pdf.sporttery.cn/33800/22066/22066.pdf,2,"10,000,000","20,000,000",0,---,0,75,"192,989","14,474,175",37,"154,391","5,712,467",140,"10,000","1,400,000",507,"3,000","1,521,000","12,377",300,"3,713,100","18,597",200,"3,719,400","27,513",100,"2,751,300"
22067,2022-06-15,04,14,15,32,33,10,11,"1,213,949,798.85","1,257,070,426.73","295,204,928",0,1,https://pdf.sporttery.cn/33800/22067/22067.pdf,9,"8,005,408","72,048,672",5,"6,404,326","32,021,630",185,"65,265","12,074,025",98,"52,212","5,116,776",433,"10,000","4,330,000",809,"3,000","2,427,000","20,310",300,"6,093,000","20,899",200,"4,179,800","42,547",100,"4,254,700"
22068,2022-06-18,03,06,10,15,23,03,08,"1,230,825,950.08","1,213,949,798.85","322,509,914",16876151.23,3,https://pdf.sporttery.cn/33800/22068/22068.pdf,4,"10,000,000","40,000,000",1,"8,000,000","8,000,000",125,"108,789","13,598,625",54,"87,031","4,699,674",200,"10,000","2,000,000",923,"3,000","2,769,000","17,818",300,"5,345,400","32,404",200,"6,480,800","39,159",100,"3,915,900"
22069,2022-06-20,02,03,23,28,35,02,09,"1,252,345,739.23","1,230,825,950.08","293,067,958",21519789.15,2,https://pdf.sporttery.cn/33800/22069/22069.pdf,2,"10,000,000","20,000,000",2,"8,000,000","16,000,000",79,"150,496","11,889,184",36,"120,396","4,334,256",178,"10,000","1,780,000",768,"3,000","2,304,000","16,584",300,"4,975,200","24,958",200,"4,991,600","32,450",100,"3,245,000"
22070,2022-06-22,01,07,17,23,35,07,11,"1,240,666,270.84","1,252,345,739.23","288,052,831",0,2,https://pdf.sporttery.cn/33800/22070/22070.pdf,5,"10,000,000","50,000,000",2,"8,000,000","16,000,000",146,"76,452","11,161,992",68,"61,161","4,158,948",416,"10,000","4,160,000",814,"3,000","2,442,000","19,154",300,"5,746,200","25,121",200,"5,024,200","46,191",100,"4,619,100"
22071,2022-06-25,09,15,19,25,29,08,09,"722,042,898.53","1,240,666,270.84","306,432,833",0,1,https://pdf.sporttery.cn/33800/22071/22071.pdf,65,"5,305,543","344,860,295",53,"4,244,434","224,955,002",348,"32,229","11,215,692",125,"25,783","3,222,875",468,"10,000","4,680,000","1,484","3,000","4,452,000","25,803",300,"7,740,900","36,893",200,"7,378,600","43,253",100,"4,325,300"
22072,2022-06-27,01,12,13,15,30,03,07,"754,035,319.29","722,042,898.53","285,522,661",31992420.76,2,https://pdf.sporttery.cn/33800/22072/22072.pdf,2,"9,788,546","19,577,092",2,"7,830,836","15,661,672",66,"218,463","14,418,558",26,"174,770","4,544,020",149,"10,000","1,490,000",571,"3,000","1,713,000","10,747",300,"3,224,100","19,280",200,"3,856,000","26,667",100,"2,666,700"
22073,2022-06-29,11,18,21,25,32,02,04,"795,817,234.53","754,035,319.29","287,420,936",41781915.24,2,https://pdf.sporttery.cn/33800/22073/22073.pdf,2,"10,000,000","20,000,000",0,---,0,85,"176,730","15,022,050",17,"141,384","2,403,528",174,"10,000","1,740,000",557,"3,000","1,671,000","17,105",300,"5,131,500","20,455",200,"4,091,000","38,693",100,"3,869,300"
22074,2022-07-02,02,06,21,25,28,02,06,"812,683,583.45","795,817,234.53","305,228,062",16866348.92,2,https://pdf.sporttery.cn/33800/22074/22074.pdf,5,"7,510,081","37,550,405",3,"6,008,064","18,024,192",61,"254,763","15,540,543",24,"203,810","4,891,440",160,"10,000","1,600,000",605,"3,000","1,815,000","13,098",300,"3,929,400","19,816",200,"3,963,200","30,273",100,"3,027,300"
22075,2022-07-04,04,12,13,17,18,07,09,"831,794,198.12","812,683,583.45","280,513,406",19110614.67,3,https://pdf.sporttery.cn/33800/22075/22075.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",107,"96,707","10,347,649",38,"77,365","2,939,870",172,"10,000","1,720,000",912,"3,000","2,736,000","19,280",300,"5,784,000","32,395",200,"6,479,000","35,697",100,"3,569,700"
22076,2022-07-06,05,17,30,34,35,02,09,"853,413,998.84","831,794,198.12","279,968,673",21619800.72,2,https://pdf.sporttery.cn/33800/22076/22076.pdf,4,"10,000,000","40,000,000",1,"8,000,000","8,000,000",53,"309,721","16,415,213",13,"247,776","3,221,088",183,"10,000","1,830,000",473,"3,000","1,419,000","11,117",300,"3,335,100","14,800",200,"2,960,000","31,125",100,"3,112,500"
22077,2022-07-09,05,10,11,16,19,01,10,"822,341,601.26","853,413,998.84","303,064,936",0,2,https://pdf.sporttery.cn/33800/22077/22077.pdf,7,"8,488,725","59,421,075",4,"6,790,980","27,163,920",96,"127,089","12,200,544",34,"101,671","3,456,814",362,"10,000","3,620,000",992,"3,000","2,976,000","20,797",300,"6,239,100","30,043",200,"6,008,600","46,362",100,"4,636,200"
22078,2022-07-11,02,03,18,20,27,01,02,"857,454,985.83","822,341,601.26","277,517,440",35113384.57,1,https://pdf.sporttery.cn/33800/22078/22078.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",65,"185,043","12,027,795",39,"148,034","5,773,326",288,"10,000","2,880,000",563,"3,000","1,689,000","13,901",300,"4,170,300","17,217",200,"3,443,400","48,202",100,"4,820,200"
22079,2022-07-13,07,10,19,26,32,08,12,"814,806,479.61","857,454,985.83","274,537,529",0,1,https://pdf.sporttery.cn/33800/22079/22079.pdf,9,"7,686,108","69,174,972",4,"6,148,886","24,595,544",153,"69,522","10,636,866",68,"55,617","3,781,956",421,"10,000","4,210,000",907,"3,000","2,721,000","18,587",300,"5,576,100","23,996",200,"4,799,200","37,900",100,"3,790,000"
22080,2022-07-16,10,17,30,31,34,03,06,"854,183,132.28","814,806,479.61","297,387,957",39376652.67,2,https://pdf.sporttery.cn/33800/22080/22080.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",57,"285,340","16,264,380",12,"228,272","2,739,264",146,"10,000","1,460,000",511,"3,000","1,533,000","11,898",300,"3,569,400","20,725",200,"4,145,000","30,857",100,"3,085,700"
22081,2022-07-18,05,10,19,31,32,09,10,"656,541,909.58","854,183,132.28","275,005,199",0,2,https://pdf.sporttery.cn/33800/22081/22081.pdf,35,"5,870,791","205,477,685",11,"4,696,632","51,662,952",118,"108,410","12,792,380",46,"86,728","3,989,488",173,"10,000","1,730,000",808,"3,000","2,424,000","15,461",300,"4,638,300","20,549",200,"4,109,800","29,166",100,"2,916,600"
22082,2022-07-20,04,26,27,30,33,02,09,"683,037,489.26","656,541,909.58","273,662,938",26495579.68,2,https://pdf.sporttery.cn/33800/22082/22082.pdf,3,"9,128,455","27,385,365",1,"7,302,764","7,302,764",58,"212,523","12,326,334",29,"170,018","4,930,522",203,"10,000","2,030,000",615,"3,000","1,845,000","11,976",300,"3,592,800","18,535",200,"3,707,000","34,997",100,"3,499,700"
22083,2022-07-23,02,09,17,26,32,04,06,"694,213,667.56","683,037,489.26","294,221,785",11176178.3,1,https://pdf.sporttery.cn/33800/22083/22083.pdf,5,"7,308,055","36,540,275",2,"5,846,444","11,692,888",331,"36,570","12,104,670",159,"29,256","4,651,704",485,"10,000","4,850,000",778,"3,000","2,334,000","19,277",300,"5,783,100","20,643",200,"4,128,600","45,400",100,"4,540,000"
22084,2022-07-25,03,11,19,25,27,04,12,"725,347,023.25","694,213,667.56","273,954,096",31133355.69,1,https://pdf.sporttery.cn/33800/22084/22084.pdf,3,"10,000,000","30,000,000",0,---,0,89,"139,730","12,435,970",43,"111,784","4,806,712",375,"10,000","3,750,000",589,"3,000","1,767,000","13,988",300,"4,196,400","14,918",200,"2,983,600","48,577",100,"4,857,700"
22085,2022-07-27,11,16,31,33,35,06,08,"779,393,038.82","725,347,023.25","272,086,013",54046015.57,2,https://pdf.sporttery.cn/33800/22085/22085.pdf,1,"10,000,000","10,000,000",0,---,0,67,"217,641","14,581,947",20,"174,112","3,482,240",145,"10,000","1,450,000",486,"3,000","1,458,000","11,190",300,"3,357,000","18,019",200,"3,603,800","24,781",100,"2,478,100"
22086,2022-07-30,04,10,21,28,31,08,11,"794,672,440.52","779,393,038.82","297,073,867",15279401.7,3,https://pdf.sporttery.cn/33800/22086/22086.pdf,4,"7,547,381","30,189,524",3,"6,037,904","18,113,712",101,"128,648","12,993,448",48,"102,918","4,940,064",217,"10,000","2,170,000",959,"3,000","2,877,000","16,492",300,"4,947,600","23,213",200,"4,642,600","35,842",100,"3,584,200"
22087,2022-08-01,04,06,10,24,28,06,12,"840,840,031.65","794,672,440.52","274,453,796",46167591.13,1,https://pdf.sporttery.cn/33800/22087/22087.pdf,2,"10,000,000","20,000,000",0,---,0,64,"208,288","13,330,432",32,"166,630","5,332,160",230,"10,000","2,300,000",473,"3,000","1,419,000","11,637",300,"3,491,100","15,387",200,"3,077,400","28,032",100,"2,803,200"
22088,2022-08-03,01,08,10,20,35,06,11,"812,522,097.17","840,840,031.65","265,773,772",0,3,https://pdf.sporttery.cn/33800/22088/22088.pdf,6,"8,871,797","53,230,782",5,"7,097,437","35,487,185",56,"236,609","13,250,104",20,"189,287","3,785,740",182,"10,000","1,820,000",455,"3,000","1,365,000","12,803",300,"3,840,900","17,185",200,"3,437,000","34,458",100,"3,445,800"
22089,2022-08-06,01,20,21,31,33,03,11,"884,490,880.76","812,522,097.17","283,719,023",71968783.59,1,https://pdf.sporttery.cn/33800/22089/22089.pdf,0,---,0,0,---,0,102,"134,608","13,730,016",61,"107,686","6,568,846",144,"10,000","1,440,000",487,"3,000","1,461,000","11,820",300,"3,546,000","14,929",200,"2,985,800","27,390",100,"2,739,000"
22090,2022-08-08,01,20,24,25,31,09,12,"912,078,543.50","884,490,880.76","267,762,065",27587662.74,1,https://pdf.sporttery.cn/33800/22090/22090.pdf,3,"10,000,000","30,000,000",0,---,0,100,"134,459","13,445,900",26,"107,567","2,796,742",153,"10,000","1,530,000",605,"3,000","1,815,000","14,883",300,"4,464,900","20,979",200,"4,195,800","26,961",100,"2,696,100"
22091,2022-08-10,02,11,20,22,34,04,12,"892,175,409.44","912,078,543.50","264,872,501",0,2,https://pdf.sporttery.cn/33800/22091/22091.pdf,8,"9,889,786","79,118,288",1,"7,911,828","7,911,828",54,"245,249","13,243,446",29,"196,199","5,689,771",119,"10,000","1,190,000",386,"3,000","1,158,000","10,431",300,"3,129,300","12,698",200,"2,539,600","28,664",100,"2,866,400"
22092,2022-08-13,01,04,12,23,29,05,12,"924,505,092.44","892,175,409.44","284,162,500",32329683,3,https://pdf.sporttery.cn/33800/22092/22092.pdf,3,"10,000,000","30,000,000",0,---,0,98,"142,234","13,938,932",32,"113,787","3,641,184",226,"10,000","2,260,000",571,"3,000","1,713,000","15,380",300,"4,614,000","18,093",200,"3,618,600","33,264",100,"3,326,400"
22093,2022-08-15,07,11,14,21,29,07,10,"835,132,342.35","924,505,092.44","263,859,632",0,3,https://pdf.sporttery.cn/33800/22093/22093.pdf,15,"6,181,280","92,719,200",7,"4,945,024","34,615,168",114,"71,002","8,094,228",46,"56,801","2,612,846",286,"10,000","2,860,000","1,246","3,000","3,738,000","20,706",300,"6,211,800","42,612",200,"8,522,400","36,614",100,"3,661,400"
22094,2022-08-17,03,04,07,12,19,02,05,"765,240,459.43","835,132,342.35","263,091,435",0,1,https://pdf.sporttery.cn/33800/22094/22094.pdf,11,"6,755,759","74,313,349",8,"5,404,607","43,236,856",116,"93,869","10,888,804",34,"75,095","2,553,230",251,"10,000","2,510,000","1,007","3,000","3,021,000","18,522",300,"5,556,600","27,203",200,"5,440,600","40,014",100,"4,001,400"
22095,2022-08-20,05,08,22,25,35,02,07,"779,067,574.97","765,240,459.43","285,755,605",13827115.54,1,https://pdf.sporttery.cn/33800/22095/22095.pdf,4,"7,575,561","30,302,244",2,"6,060,448","12,120,896",86,"138,200","11,885,200",36,"110,560","3,980,160",231,"10,000","2,310,000",856,"3,000","2,568,000","16,047",300,"4,814,100","28,092",200,"5,618,400","39,573",100,"3,957,300"
22096,2022-08-22,16,19,24,27,33,01,06,"818,056,288.32","779,067,574.97","265,333,149",38988713.35,2,https://pdf.sporttery.cn/33800/22096/22096.pdf,1,"10,000,000","10,000,000",1,"8,000,000","8,000,000",82,"156,359","12,821,438",26,"125,087","3,252,262",230,"10,000","2,300,000",706,"3,000","2,118,000","14,125",300,"4,237,500","21,138",200,"4,227,600","33,745",100,"3,374,500"
22097,2022-08-24,05,13,22,28,29,05,11,"812,318,845.97","818,056,288.32","265,903,896",0,2,https://pdf.sporttery.cn/33800/22097/22097.pdf,5,"10,000,000","50,000,000",1,"8,000,000","8,000,000",133,"75,131","9,992,423",79,"60,104","4,748,216",181,"10,000","1,810,000",709,"3,000","2,127,000","17,084",300,"5,125,200","23,674",200,"4,734,800","37,586",100,"3,758,600"
22098,2022-08-27,01,03,06,11,13,03,11,"808,652,607.22","812,318,845.97","290,597,334",0,1,https://pdf.sporttery.cn/33800/22098/22098.pdf,7,"10,000,000","70,000,000",0,---,0,91,"159,365","14,502,215",33,"127,492","4,207,236",175,"10,000","1,750,000",764,"3,000","2,292,000","14,184",300,"4,255,200","19,449",200,"3,889,800","29,972",100,"2,997,200"
22099,2022-08-29,07,18,25,27,33,04,05,"828,721,804.33","808,652,607.22","262,403,522",20069197.11,1,https://pdf.sporttery.cn/33800/22099/22099.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",92,"117,690","10,827,480",29,"94,152","2,730,408",232,"10,000","2,320,000",795,"3,000","2,385,000","19,673",300,"5,901,900","23,605",200,"4,721,000","40,768",100,"4,076,800"
22100,2022-08-31,10,19,20,23,31,03,07,"778,544,296.17","828,721,804.33","263,081,270",0,3,https://pdf.sporttery.cn/33800/22100/22100.pdf,12,"6,928,361","83,140,332",1,"5,542,688","5,542,688",225,"34,966","7,867,350",107,"27,972","2,993,004",333,"10,000","3,330,000","1,344","3,000","4,032,000","27,557",300,"8,267,100","30,483",200,"6,096,600","57,560",100,"5,756,000"
22101,2022-09-03,02,04,06,07,08,03,06,"795,328,775.67","778,544,296.17","285,323,196",16784479.5,2,https://pdf.sporttery.cn/33800/22101/22101.pdf,5,"7,881,688","39,408,440",0,---,0,242,"51,126","12,372,492",85,"40,900","3,476,500",577,"10,000","5,770,000",839,"3,000","2,517,000","18,988",300,"5,696,400","21,996",200,"4,399,200","43,883",100,"4,388,300"
22102,2022-09-05,01,05,14,20,30,02,04,"802,491,817.95","795,328,775.67","254,102,938",7163042.28,3,https://pdf.sporttery.cn/33800/22102/22102.pdf,5,"7,098,382","35,491,910",2,"5,678,705","11,357,410",111,"98,795","10,966,245",54,"79,036","4,267,944",265,"10,000","2,650,000",552,"3,000","1,656,000","15,018",300,"4,505,400","17,043",200,"3,408,600","32,020",100,"3,202,000"
22103,2022-09-07,08,12,16,21,32,01,12,"828,275,399.62","802,491,817.95","257,860,867",25783581.67,2,https://pdf.sporttery.cn/33800/22103/22103.pdf,2,"10,000,000","20,000,000",1,"8,000,000","8,000,000",87,"150,792","13,118,904",17,"120,633","2,050,761",206,"10,000","2,060,000",666,"3,000","1,998,000","15,922",300,"4,776,600","20,466",200,"4,093,200","38,541",100,"3,854,100"
